DrugBank ID,Name_Synonyms
DB00857,"['terbinafine', '(e)-n-(6,6-dimethyl-2-hepten-4-ynyl)-n-methyl-1-naphthalene methanamine', '(e)-n-(6,6-dimethyl-2-hepten-4-ynyl)-n-methyl-1-naphthalenemethylamine', 'terbinafina', 'terbinafine', 'terbinafinum']"
DB00858,"['drostanolone', '17beta-hydroxy-2alpha-methyl-5alpha-androstan-3-one', '2α-methyldihydrotestosterone', 'dihydro-2α-methyltestosterone', 'dromostanolone', 'drostanolona', 'drostanolone', 'drostanolonum', 'medrosteron', 'medrotestron', 'metholone']"
DB00859,"['penicillamine', '(−)-penicillamine', '(s)-2-amino-3-mercapto-3-methylbutanoic acid', '(s)-3,3-dimethylcysteine', '3-mercapto-d-valine', 'd-(−)-penicillamine', 'd-penicillamine', 'd-β,β-dimethylcysteine', 'penicilamina', 'penicillamine']"
DB00860,"['prednisolone', '(11β)-11,17,21-trihydroxypregna-1,4-diene-3,20-dione', '1,4-pregnadiene-11β,17α,21-triol-3,20-dione', '1,4-pregnadiene-3,20-dione-11β,17α,21-triol', '3,20-dioxo-11β,17α,21-trihydroxy-1,4-pregnadiene', 'delta-dehydrocortisol', 'delta-dehydrohydrocortisone', 'delta-hydrocortisone', 'delta(1)-dehydrocortisol', 'delta(1)-dehydrohydrocortisone', 'delta(1)-hydrocortisone', 'hydroretrocortine', 'metacortandralone', 'prdl', 'prednisolona', 'prednisolone', 'prednisolonum']"
DB00861,"['diflunisal', '2-(hydroxy)-5-(2,4-difluorophenyl)benzoic acid', ""2',4'-difluoro-4-hydroxy-3-biphenylcarboxylic acid"", '5-(2,4-difluorophenyl)salicylic acid', 'diflunisal', 'diflunisalum']"
DB00862,"['vardenafil', 'vardénafil', 'vardenafil', 'vardenafilo', 'vardenafilum']"
DB00863,"['ranitidine', 'ranitidina', 'ranitidine', 'ranitidinum']"
DB00864,"['tacrolimus', 'anhydrous tacrolimus', 'tacrolimus', 'tacrolimus anhydrous', 'tacrolimus, anhydrous']"
DB00865,"['benzphetamine', '(+)-benzphetamine', '(+)-n-benzyl-n,α-dimethylphenethylamine', '(+)-n,α-dimethyl-n-(phenylmethyl)-benzeneethanamine', '(s)-(+)-benzphetamine', '(s)-(+)-n-benzyl-n,α-dimethylphenethylamine', '(s)-benzphetamine', '(αs)-n,α-dimethylphenethylamine', 'benzaphetamine', 'benzfetamina', 'benzfetamine', 'benzfetaminum', 'benzphetamine', 'benzylamphetamine', 'd-n-methyl-n-benzyl-β-phenylisopropylamine', 'n-methyl-1-phenyl-n-(phenylmethyl)propan-2-amine']"
DB00866,"['alprenolol', '(rs)-1-(2-allylphenoxy)-3-(isopropylamino)propan-2-ol', '1-(2-allylphenoxy)-3-isopropylamino-2-propanol', '1-(o-allylphenoxy)-3-(isopropylamino)-2-propanol', 'alfeprol', 'alprenolol', 'alprénolol', 'alprenololum', 'aprenololo']"
DB00867,"['ritodrine', 'p-hydroxy-alpha-(1-((p-hydroxyphenethyl)amino)ethyl)benzyl alcohol', 'ritodrina', 'ritodrine', 'ritodrinium']"
DB00868,"['benzonatate', '2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate', '2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-yl p-(butylamino)benzoate', '3,6,9,12,15,18,21,24,27-nonaoxaoctacosyl 4-butylaminobenzoate', '4-(butylamino)benzoic acid 3,6,9,12,15,18,21,24,27-nonaoxaoctacos-1-yl ester', 'benzonatat', 'benzonatate', 'benzonatato', 'benzonatatum', 'benzononatine', 'nonaethyleneglycol monomethyl ether p-n-butylaminobenzoate', 'p-butylaminobenzoic acid ω-o-methylnonaethyleneglycol ester']"
DB00869,"['dorzolamide', '(4s,6s)-4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide', '(4s,trans)-4-(ethylamino)-6-methyl-5,6-dihydro-4h-thieno[2,3-b]thiopyran-2-sulfonamide 7,7-dioxide', '4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide', '4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda6-thieno[2,3-b]thiopyran-2-sulfonic acid amide', '4s,6s-dorzolamide', 'dorzolamid', 'dorzolamida', 'dorzolamide', 'dorzolamidum']"
DB00870,"['suprofen', '(±)-2-(p-(2-thenoyl)phenyl)propionic acid', '2-(4-(2-thenoyl)phenyl)propionsäure', '2-[4-(thiophene-2-carbonyl)-phenyl]-propionic acid', '4-(2-thenoyl)hydratropsäure', 'p-2-thenoylhydratropic acid', 'suprofen', 'suprofene', 'suprofeno', 'suprofenum', 'sutoprofen', 'α-methyl-4-(2-thienylcarbonyl)benzeneacetic acid']"
DB00871,"['terbutaline', 'terbutalin', 'terbutalina', 'terbutaline', 'terbutaline (sulfate de)', 'terbutalini sulfas', 'terbutalinsulfat', 'terbutalinum']"
DB00872,"['conivaptan', ""4'-((4,5-dihydro-2-methylimidazo(4,5-d)(1)benzazepin-6(1h)-yl)carbonyl)-2-biphenylcarboxanilide"", 'conivaptan']"
DB14596,"['loteprednol etabonate', 'loteprednol etabonate']"
DB00874,"['guaifenesin', 'glyceryl guaiacolate', 'guaifenesin', 'guaifenesina', 'guaiphenesin']"
DB00875,"['flupentixol', 'flupenthixol', 'flupenthixole', 'flupentixol', 'flupentixolo', 'flupentixolum']"
DB00876,"['eprosartan', '(e)-2-butyl-1-(p-carboxybenzyl)-α-2-thenylimidazole-5-acrylic acid', '(e)-3-[2-n-butyl-1-{(4-carboxyphenyl)methyl}-1h-imidazol-5-yl]-2-(2-thienyl)methyl-2-propenoic acid', '(e)-α{[2-butyl-1-[(4-carboxyphenyl)methyl]-1h-imidazole-5-yl]methylene}-2-thiopheneproprionic acid', 'éprosartan', 'eprosartan', 'eprosartanum']"
DB00877,"['sirolimus', '(-)-rapamycin', 'rapamycin', 'sirolimús', 'sirolimus', 'sirolimusum']"
DB00878,"['chlorhexidine', ""1,1'-hexamethylene bis(5-(p-chlorophenyl)biguanide)"", 'chlorhexidin', 'chlorhexidine', 'chlorhexidinum', 'cloresidina', 'clorhexidina', ""n,n'-bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide""]"
DB00879,"['emtricitabine', '(−)-(2r,5s)-5-fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]cytosine', ""(−)-2'-deoxy-5-fluoro-3'-thiacytidine"", '(−)-cis-4-amino-5-fluoro-1-(2-hydroxymethyl-1,3-oxathiolan-5-yl)-(1h)-pyrimidin-2-one', '(−)-ftc', ""(−)-β-2',3'-dideoxy-5-fluoro-3'-thiacytidine"", '(2r-cis)-4-amino-5-fluoro-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1h)-pyrimidinone', '4-amino-5-fluoro-1-((2r,5s)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)pyrimidin-2(1h)-one', '4-amino-5-fluoro-1-((2r,5s)-2-hydroxymethyl-[1,3]oxathiolan-5-yl)-1h-pyrimidin-2-one', '5-fluoro-1-((2r,5s)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine', 'emtricitabin', 'emtricitabina', 'emtricitabine', 'emtricitabinum']"
DB00880,"['chlorothiazide', '6-chloro-1,1-dioxo-1,2-dihydro-1lambda*6*-benzo[1,2,4]thiadiazine-7-sulfonic acid amide', '6-chloro-7-sulfamoyl-2h-1,2,4-benzothiadiazine 1,1-dioxide', 'chlorothiazid', 'chlorothiazide', 'chlorothiazidum', 'chlorthiazide', 'clorotiazida']"
DB00881,"['quinapril', 'quinapril', 'quinaprilum']"
DB00882,"['clomifene', '2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-n,n-diethylethanamine', '2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine', '2-(p-(β-chloro-α-phenylstyryl)phenoxy)triethylamine', 'clomifene', 'clomifeno', 'clomifenum', 'clomiphene']"
DB00883,"['isosorbide dinitrate', '1,4:3,6-dianhydrosorbitol 2,5-dinitrate', 'd-isosorbide dinitrate', 'dianhydrosorbitol 2,5-dinitrate', ""dinitrate d'isosorbide"", 'dinitrate dʼisosorbide', 'dinitrato de isosorbida', 'dinitroisosorbide', 'dinitrosorbide', 'isdn', 'isosorbide 2,5-dinitrate', 'isosorbide dinitrate', 'isosorbidi dinitras', 'sorbide nitrate', 'sorbidnitrate']"
DB00884,"['risedronic acid', 'acide risédroniqe', 'acido risedronico', 'acidum risedronicum', 'risedronate', 'risedronic acid', 'risedronsäure']"
DB00885,"['pemirolast', 'pemirolast', 'pemirolastum']"
DB00886,"['omapatrilat', 'omapatrilate']"
DB00887,"['bumetanide', '3-(aminosulfonyl)-5-(butylamino)-4-phenoxybenzoic acid', '3-butylamino-4-(phenoxy)-5-sulfamoylbenzoic acid', '3-butylamino-4-phenoxy-5-sulfamoyl-benzoic acid', '3-butylamino-4-phenoxy-5-sulfamoylbenzoic acid', 'bumetanida', 'bumetanide', 'bumetanidum']"
DB00888,"['mechlorethamine', ""2,2'-dichloro-n-methyldiethylamine"", 'bis(2-chloroethyl)methylamine', 'bis(β-chloroethyl)methylamine', 'chlormethine', 'chlormethinum', 'clormetina', 'mechlorethamine', 'methylbis(2-chloroethyl)amine', 'methylbis(β-chloroethyl)amine', 'mustine', 'n-methyl-bis(2-chloroethyl)amine', 'n-methyl-bis(β-chloroethyl)amine', 'nitrogen mustard', ""β,β'-dichlorodiethyl-n-methylamine""]"
DB00889,"['granisetron', 'granisétron', 'granisetrón', 'granisetron', 'granisetronum']"
DB00890,"['dienestrol', ""4,4'-hydroxy-γ,δ-diphenyl-β,δ-hexadiene"", 'alpha-dienestrol diacetate', 'cycladiene', 'dehydrostilbestrol', 'dienestrol', 'diènestrol', 'dienestrolum', ""p,p'-(diethylideneethylene)diphenol""]"
DB00891,"['sulfapyridine', '2-(p-aminobenzenesulphonamido)pyridine', '2-sulfanilamidopyridin', '2-sulfanilamidopyridine', '2-sulfanilylaminopyridine', '2-sulfapyridine', '4-(2-pyridinylsulfonyl)aniline', '4-[(2-pyridylamino)sulfonyl]aniline', '4-amino-n-pyridin-2-yl-benzenesulfonamide', '4-amino-n,2-pyridinylbenzenesulfonamide', 'n-2-pyridylsulfanilamide', 'n(1)-2-pyridylsulfanilamide', 'n(1)-pyridylsulfanilamide', 'solfapiridina', 'sulfapiridina', 'sulfapyridin', 'sulfapyridine', 'sulfapyridinum', 'sulphapyridine']"
DB00892,"['oxybuprocaine', '4-amino-3-butoxy-2-(diethylamino)ethyl ester benzoic acid', '4-amino-3-butoxy-benzoic acid 2-diethylamino-ethyl ester', '4-amino-3-n-butoxy-benzoesäure-diäthylaminoäthylester', 'benoxinate', 'bnx', 'butoxyaminobenzoyldiethylaminoethanol', 'oxibuprocaina', 'oxybucaine', 'oxybuprocaine', 'oxybuprocainum', 'oxyriprocaine']"
DB00893,"['iron dextran', 'dextran iron', 'iron dextran complex']"
DB00894,"['testolactone', '(4as,4br,10ar,10bs,12as)-10a,12a-dimethyl-3,4,4a,5,6,10a,10b,11,12,12a-decahydro-2h-naphtho[2,1-f]chromene-2,8(4bh)-dione', '1-dehydrotestololactone', '1,2-didehydrotestololactone', '13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid δ-lactone', 'd-homo-17a-oxaandrosta-1,4-diene-3,17-dione', 'delta(1)-testololactone', 'testolactona', 'testolactonum', 'testolattone', 'δ1-testololactone']"
DB00895,"['benzylpenicilloyl polylysine', 'benzyl penicilloyl-polylysine', 'benzylpenicilloyl g polylysine', 'benzylpenicilloyl-polylysine']"
DB00896,"['rimexolone', 'rimexolon', 'rimexolona', 'rimexolone']"
DB00897,"['triazolam', 'triazolam', 'triazolamum']"
DB00898,"['ethanol', '1-hydroxyethane', 'alcohol', 'alcohol (ethyl)', 'alcohol anhydrous', 'alcohol denatured', 'alcohol etílico', 'alcohol, denatured', 'alcool éthylique', 'alkohol', 'äthanol', 'äthylalkohol', 'dehydrated ethanol', 'etanol', 'éthanol', 'ethyl alcohol', 'grain alcohol', 'hydroxyethane', 'methylcarbinol', 'spiritus vini']"
DB00899,"['remifentanil', 'remifentanil', 'remifentanilo', 'remifentanyl']"
DB00900,"['didanosine', '2,3-dideoxyinosine', '9-((2r,5s)-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-1h-purin-6(9h)-one', '9-((2r,5s)-5-hydroxymethyl-tetrahydro-furan-2-yl)-1,9-dihydro-purin-6-one', '9-((2s,5r)-5-hydroxymethyl-tetrahydro-furan-2-yl)-9h-purin-6-ol', '9-[(2r,5s)-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1,9-dihydro-6h-purin-6-one', 'ddi', 'ddino', 'didanosina', 'didanosine', 'didanosinum', 'dideoxyinosine']"
DB00901,"['bitolterol', '4-(2-(tert-butylamino)-1-hydroxyethyl)-o-phenylene di-p-toluate', '4-[2-(tert-butylamino)-1-hydroxyethyl]-o-phenylene di-p-toluate', 'bis(4-methylbenzoic acid) 4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene ester', 'bitolterol', 'bitoltérol', 'bitolterolum']"
DB00902,"['methdilazine', 'methdilazinum', 'metodilazina']"
DB00903,"['etacrynic acid', '(2,3-dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acid', 'acide étacrynique', 'ácido etacrínico', 'acidum etacrynicum', 'etacrinic acid', 'etacrynic acid', 'ethacrynate', 'ethacrynic acid', 'methylenebutyrylphenoxyacetic acid']"
DB00904,"['ondansetron', 'ondansetron']"
DB00905,"['bimatoprost', '(z)-7-((1r,2r,3r,5s)-3,5-dihydroxy-2-((1e,3s)-3-hydroxy-5-phenyl-1-pentenyl)cyclopentyl)-n-ethyl-5-heptenamide', 'bimatoprost', 'bimatoprostum']"
DB00906,"['tiagabine', 'tiagabina', 'tiagabine', 'tiagabinum']"
DB00907,"['cocaine', '(-)-cocaine', '(−)-cocaine', '[1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester', '2-methyl-3β-hydroxy-1αh,5αh-tropane-2β-carboxylate benzoate (ester)', 'benzoylmethylecgonine', 'beta-cocain', 'cocain', 'cocaina', 'cocainum', 'kokain', 'l-cocain', 'l-cocaine', 'methyl [1r-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate', 'methyl benzoylecgonine', 'neurocaine']"
DB00908,"['quinidine', '(+)-quinidine', '(8r,9s)-quinidine', '(r)-(6-methoxyquinolin-4-yl)((3s,4r,7s)-3-vinylquinuclidin-7-yl)methanol', '(s)-(6-methoxy-quinolin-4-yl)-((2r,5r)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol', '(s)-(6-methoxyquinolin-4-yl)((2r,5r)-5-vinylquinuclidin-2-yl)methanol', '6-methoxy-α-(5-vinyl-2-quinuclidinyl)-4-quinolinemethanol', 'beta-quinine', 'chinidin', 'chinidinum', 'cin-quin', 'conchinin', 'conquinine', 'pitayine', 'quinidina', 'α-(6-methoxy-4-quinolyl)-5-vinyl-2-quinuclidinemethanol', 'β-quinine']"
DB00909,"['zonisamide', '1,2-benzisoxazole-3-methanesulfonamide', '3-(sulfamoylmethyl)-1,2-benzisoxazole', 'benzo[d]isoxazol-3-yl-methanesulfonamide', 'zonisamida', 'zonisamide', 'zonisamidum']"
DB00910,"['paricalcitol', '19-nor-1alpha,25-dihydroxyvitamin d2', 'paricalcitol']"
DB00911,"['tinidazole', '1-(2-(ethylsulfonyl)ethyl)-2-methyl-5-nitroimidazole', 'timidazole', 'tinidazol', 'tinidazole', 'tinidazolum']"
DB00912,"['repaglinide', 'repaglinida', 'repaglinide', 'repaglinidum']"
DB00913,"['anileridine', '1-[2-(4-aminophenyl)ethyl]-4-phenyl-4-piperidinecarboxlic acid ethyl ester', 'anileridina', 'anileridine', 'anileridinum', 'ethyl 1-(2-(4-aminophenyl)ethyl)-4-phenyl-4-piperidinecarboxylate', 'ethyl 1-(4-aminophenethyl)-4-phenylisonipecotate', 'ethyl 1-(p-aminophenethyl)-4-phenylisonipecotate', 'n-(β-(p-aminophenyl)ethyl)-4-phenyl-4-carbethoxypiperidine', 'n-β-(p-aminophenyl)ethylnormeperidine']"
DB00914,"['phenformin', 'fenformin', 'fenformina', 'phenformin', 'phenformine', 'phenforminum', 'β-phenethybiguanide']"
DB00915,"['amantadine', '1-adamantanamine', '1-adamantylamine', '1-aminoadamantane', 'amantadina', 'amantadine', 'amantadinum', 'amantidine', 'aminoadamantane']"
DB00916,"['metronidazole', '1-(2-hydroxy-1-ethyl)-2-methyl-5-nitroimidazole', '1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(β-ethylol)-2-methyl-5-nitro-3-azapyrrole', '1-(β-hydroxyethyl)-2-methyl-5-nitroimidazole', '1-(β-oxyethyl)-2-methyl-5-nitroimidazole', '2-methyl-1-(2-hydroxyethyl)-5-nitroimidazole', '2-methyl-3-(2-hydroxyethyl)-4-nitroimidazole', '2-methyl-5-nitroimidazole-1-ethanol', 'metronidazol', 'métronidazole', 'metronidazole', 'metronidazolum']"
DB00917,"['dinoprostone', '(15s)-prostaglandin e2', '(5z,11α,13e,15s)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid', '(5z,13e)-(15s)-11alpha,15-dihydroxy-9-oxoprost-13-enoate', '(5z,13e)-(15s)-11alpha,15-dihydroxy-9-oxoprosta-5,13-dienoate', '(e,z)-(1r,2r,3r)-7-(3-hydroxy-2-((3s)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid', '(z)-7-((1r,2r,3r)-3-hydroxy-2-((s,e)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoic acid', 'dinoproston', 'dinoprostona', 'dinoprostone', 'dinoprostone prostaglandin e2', 'dinoprostonum', 'pge2', 'prostaglandin e2']"
DB00918,"['almotriptan', '1-(((3-(2-(dimethylamino)ethyl)indol-5-yl)methyl)sulfonyl)pyrrolidine', 'almotriptan']"
DB00919,"['spectinomycin', 'actinospectacina', 'espectinomicina', 'scm', 'spectinomicina', 'spectinomycin', 'spectinomycine', 'spectinomycinum']"
DB00920,"['ketotifen', 'ketotifen', 'ketotifene', 'ketotifeno', 'ketotifenum']"
DB00921,"['buprenorphine', '(−)-buprenorphine', '17-cyclopropylmethyl-4,5α-epoxy-7α-((s)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol', '2-(n-cyclopropylmethyl-4,5α-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6α-yl)-3,3-dimethyl-2-butanol', '2-[3-cyclopropylmethyl-11-hydroxy-15-methoxy-(14r)-13-oxa-3-azahexacyclo[13.2.2.12,8.01,6.06,14.07,12]icosa-7,9,11-trien-16-yl]-3,3-dimethyl-2-butanol', '21-cyclopropyl-7α-[(s)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine', 'buprenophine', 'buprenorfina', 'buprenorphine', 'buprenorphinum']"
DB00922,"['levosimendan', 'lévosimendan', 'levosimendan', 'levosimendán', 'levosimendanum']"
DB00923,"['ceforanide', '(6r,7r)-7-[[2-[2-(aminomethyl)phenyl]acetyl]amino]-3-[[1-(carboxymethyl)tetrazol-5-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid', '7-[o-(aminomethyl)phenylacetamido]-3-[[[1-(carboxymethyl)-1h-tetrazol-5-yl]thio]methyl]-3-cephem-4-carboxylic acid', '7β-[2-(aminomethyl)phenyl]acetamido-3-{[1-(carboxymethyl)-1h-tetrazol-5-yl]sulfanyl}methyl-3,4-didehydrocepham-4-carboxylic acid', 'ceforanide', 'ceforanido', 'ceforanidum']"
DB00924,"['cyclobenzaprine', '(3-dibenzo[a,d]cyclohepten-5-ylidene-propyl)-dimethyl-amine', 'ciclobenzaprina', 'cyclobenzaprine', 'cyclobenzaprinum', 'n,n-dimethyl-5h-dibenzo(a,d)cycloheptene-δ5,γ-propylamine']"
DB00925,"['phenoxybenzamine', 'fenossibenzamina', 'fenoxibenzamina', 'phenoxybenzamine', 'phenoxybenzaminum', 'pob']"
DB00926,"['etretinate', 'etretinate', 'etretinato']"
DB00927,"['famotidine', '(1-amino-3-(((2-((diaminomethylene)amino)-4-thiazolyl)methyl)thio)propylidene)sulfamide', '3-(((2-((aminoiminomethyl)amino)-4-thiazolyl)methyl)thio)-n-(aminosulfonyl)propanimidamide', '3-(((2-((diaminomethylene)amino)-4-thiazolyl)methyl)thio)-n(sup 2)-sulfamoylpropionamidine', 'famotidina', 'famotidine', 'famotidinum', 'n-sulfamoyl-3-((2-guanidinothiazol-4-yl)methylthio)propionamide']"
DB00928,"['azacitidine', '4-amino-1-beta-d-ribofuranosyl-s-triazin-2(1h)-one', '5-azacytidine', 'azacitidina', 'azacitidine', 'azacitidinum', 'azacytidine']"
DB00929,"['misoprostol', 'misoprostol', 'misoprostolum']"
DB00930,"['colesevelam', 'colesevelam']"
DB00931,"['metacycline', '6-demethyl-6-deoxy-5-hydroxy-6-methylenetetracycline', '6-deoxy-6-demethyl-6-methylene-5-oxytetracycline', '6-methylene-5-hydroxytetracycline', '6-methylene-5-oxytetracycline', '6-methyleneoxytetracycline', 'metaciclina', 'metacycline', 'methacycline', 'methacyclinum', 'methylenecycline', 'tri-methacycline']"
DB00932,"['tipranavir', 'tipranavir']"
DB00933,"['mesoridazine', '10-(2-(1-methyl-2-piperidyl)ethyl)-2-methylsulfinyl phenothiazine', '10-(2(1-methyl-2-piperidyl)ethyl)-2-(methylsulfinyl)phenothiazine', '2-methanesulfinyl-10-[2-(1-methyl-piperidin-2-yl)-ethyl]-10h-phenothiazine', 'mesoridazina', 'mesoridazine', 'mesoridazinum', 'thioridazine 2-sulfoxide', 'thioridazine thiomethyl sulfoxide', 'thioridazine-2-sulfoxide']"
DB00934,"['maprotiline', 'maprotilina', 'maprotiline', 'maprotilinum', 'maprotylina']"
DB00935,"['oxymetazoline', '2-(4-tert-butyl-2,6-dimethyl-3-hydroxybenzyl)-2-imidazoline', '3-[(4,5-dihydro-1h-imidazol-2-yl)methyl]-6-(1,1-dimethylethyl)-2,4-dimethylphenol', '6-t-butyl-3-(2-imidazolin-2-ylmethyl)-2,4-dimethylphenol', '6-tert-butyl-3-(2-imidazolin-2-ylmethyl)-2,4-dimethylphenol', 'oximetazolinum', 'oxymetazolina', 'oxymetazoline', 'oxymétazoline', 'oxymetazolinum', 'oxymethazoline', 'oxymetozoline']"
DB00936,"['salicylic acid', '2-carboxyphenol', '2-hydroxybenzoic acid', 'ácido salicílico', 'o-carboxyphenol', 'o-hydroxybenzoic acid']"
DB00937,"['diethylpropion', '(±)-diethylpropion', '1-phenyl-2-diethylamino-1-propanone', '2-(diethylamino)-1-phenyl-1-propanone', '2-(diethylamino)propiophenone', 'alpha-benzoyltriethylamine', 'alpha-diethylaminopropiophenone', 'amfepramone', 'amfépramone', 'amfepramonum', 'anfepramona', 'diethylcathinone']"
DB00938,"['salmeterol', 'salmaterol', 'salmeterol', 'salmeterolum']"
DB00939,"['meclofenamic acid', 'acide méclofénamique', 'ácido meclofenámico', 'acidum meclofenamicum', 'meclofenamate', 'meclofenamic acid', 'n-(2,6-dichloro-3-methylphenyl)anthranilic acid', 'n-(2,6-dichloro-m-tolyl)anthranilic acid', 'n-(3-methyl-2,6-dichlorophenyl)anthranilic acid']"
DB00940,"['methantheline', 'methantheline', 'methantheline cation', 'methantheline ion', 'methanthelinium', 'methanthelinum']"
DB00941,"['hexafluronium', 'hexafluorenium', 'hexafluorenium cation', 'hexafluorenium ion', 'hexamethylenebis(fluoren-9-yldimethylammonium)']"
DB00942,"['cycrimine', '(±)-cycrimine', 'alpha-cyclopentyl-alpha-phenyl-1-piperidinepropanol', 'cicrimina', 'cycrimine', 'cycriminum']"
DB00943,"['zalcitabine', ""2',3'-dideoxycytidine"", '4-amino-1-[(2r,5s)-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidin-2(1h)-one', 'ddc', 'ddcyd', 'dideoxycytidine', 'zalcitabine']"
DB00944,"['demecarium', 'demecarium', 'demecarium cation', 'demecarium ion']"
DB00945,"['acetylsalicylic acid', '2-acetoxybenzenecarboxylic acid', '2-acetoxybenzoic acid', 'acetylsalicylate', 'acetylsalicylsäure', 'acide 2-(acétyloxy)benzoïque', 'acide acétylsalicylique', 'ácido acetilsalicílico', 'acidum acetylsalicylicum', 'asa', 'aspirin', 'aspirina', 'azetylsalizylsäure', 'o-acetoxybenzoic acid', 'o-acetylsalicylic acid', 'o-carboxyphenyl acetate', 'polopiryna', 'salicylic acid acetate']"
DB00946,"['phenprocoumon', '3-(1-phenylpropyl)-4-hydroxycoumarin', ""3-(1'-phenyl-propyl)-4-oxycoumarin"", '3-(alpha-ethylbenzyl)-4-hydroxycoumarin', '3-(alpha-phenylpropyl)-4-hydroxycoumarin', '4-hydroxy-3-(1-phenylpropyl)-2h-1-benzopyran-2-one', '4-hydroxy-3-(1-phenylpropyl)-2h-chromen-2-one', 'fenprocumon', 'fenprocumone', 'phenprocoumarol', 'phenprocoumarole', 'phenprocoumon', 'phenprocoumone', 'phenprocoumonum', 'phenprocumone']"
DB00947,"['fulvestrant', '(7α,17β)-7-{9-[(4,4,5,5,5-pentafluoropentyl)sulfinyl]nonyl}estra-1(10),2,4-triene-3,17-diol', 'fulvestrant']"
DB00948,"['mezlocillin', '(2s,5r,6r)-3,3-dimethyl-6-{[(2r)-2-({[3-(methylsulfonyl)-2-oxoimidazolidin-1-yl]carbonyl}amino)-2-phenylacetyl]amino}-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid', '6β-{(2r)-2-[3-(methanesulfonyl)-2-oxoimidazolidine-1-carboxamido]-2-phenylacetamido}penicillanic acid', 'mezlocilina', 'mezlocillin', 'mezlocilline', 'mezlocillinum']"
DB00949,"['felbamate', '2-phenyl-1,3-propanediol dicarbamate', 'carbamic acid 2-phenyltrimethylene ester', 'carbamic acid 3-carbamoyloxy-2-phenyl-propyl ester', 'felbamate', 'felbamato', 'felbamatum']"
DB00950,"['fexofenadine', '4-(1-hydroxy-4-(4-(hydroxydiphenylmethyl)-1-piperidinyl)butyl)-alpha,alpha-dimethylbenzeneacetic acid', 'carboxyterfenadine', 'fexofenadina', 'fexofenadine', 'terfenadine acid metabolite', 'terfenadine carboxylate', 'terfenadine-cooh']"
DB00951,"['isoniazid', '4-pyridinecarbohydrazide', 'inh', 'isoniazid', 'isoniazida', 'isonicotinic acid hydrazide', 'isonicotinic hydrazide', 'isonicotinohydrazide', 'isonicotinoylhydrazide', 'isonicotinsäurehydrazid', 'isonicotinylhydrazine', 'pyridine-4-carboxylic acid hydrazide']"
DB00952,"['naratriptan', 'n-methyl-2-(3-(1-methylpiperiden-4-yl)indole-5-yl)ethanesulfonamide', 'n-methyl-2-[3-(1-methyl-4-piperidyl)-1h-indol-5-yl]-ethanesulfonamide', 'naratriptán', 'naratriptan', 'naratriptanum']"
